label,Tweet
1,jadi konflik sebut buah konflik antar-agama buat hak palestina atas bebas
2,jangan deket dengan israel dan palestina supaya tidak jadi bangsa yang tinggal dialog dan gemar tumpah darah dan nyawa layang
0,inti buat akan konflik antar-agama untuk alih perhati dari fakta bahwa israel adalah buah koloni yang duduk palestina
1,liat komentar dalam sini pada bagus dan imbang keren tambah lumayan banyak juga yang gak makan isu agama dalam konflik antara israel dan palestina
1,kalau orang bilang israel vs palestina ini konflik politik ya gak salah tapi kalau dengan argumen gitu ngelarang bawa identitas agama oho itu kurang tahu sekali apalagi yang jadi isu utama adalah situs religi yang sangat penting
0,kadang gue pikir ni rezim neng dengan konflik di palestina karena kita sekarang jd fokus kesana jadi yahudi pesek burik sini jugz manfaat biar fokus kita enggak pecah ke isu dalam negeri
1,yap benar israel-palestina bukan konflik agama tapi zionis israel pake basis agama buat klaim tanah palestina bagai tanah janji mereka makanya media condong ke isu agama awal ini karena inggris dan negara liga arab yang mulai perang
2,dari kemarin sebenernya gue gak nyaman ngomongin konflik israel dengan palestina sama hal kaya isu hidup hitam bukan gak peduli tapi terlalu rumit namun saat yang sama gue ngikutin berita kok cuman males aja apabila harus suara
2,jadi kalau sebut konflik israel palestine ini urus orang islam aja ya salah ini bukan soal agama islam tapi soal isu manusia seluruh umat muslim non muslim harus dukung bebas palestina freepalastine
0,ya emang dari dulu juga bukan itu konflik wilayah israel itu negara sekular duduk arab muslim itu mayoritas besar palestina pun demikian yang yahudi dan kristen cuma sampe sini goreng jadi isu agama buat ngumpulin donasi gk tau nyampe atau enggak
2,emang bukan hanya soal agama kristen palestina juga sering kena gebuk israel sana banyak jejak digital kalau mau nyari jadi isu agama buat bagi sebab kemarin yang rusak masjid al aqsa salah satu trigger konflik skrg panas
2,inti yang nyerang duluan kan warga palestina terus lari masuk ke dalam masjid untuk playing victim israel serang masjid padahal d dalam masjid sudah sedia batu
1,bro tetap bela yang benar turut prinsip manusia kita lepas sdh tulis di pl perang skrg karena israel serang hamas dan israel balas untuk lindung warga
2,hamas kan blablabla rakyat palestina sedang bantai bunuh kita hanya bisa lawan dengan meme dan platform sosmed ga bisa berangkat perang ke sana eh yang lagi perang sama palestina malah kita sibuk cari cari keburu lantas siapa yang mau bela palestina
1,yang bilang hamas itu biang rusuh bahkan teroris cuma barat dan israel itu sendiri pasti ya nama daerah duduk ya enggak mungkin juga cuma gantung dengan diplomasi pasti orang yang juang dengan cara keras itu sesuatu yang enggak bisa cegah
1,dengan perang atau pelihara konflik palestina vs israel maka donasi simpatik palestina tindas dari negara simpatisan alir deras god jobs hamas
1,coba gue kasih sudut pandang lain ya gimana kalau kamu jadi presiden israel terus negara kamu roket hamas itu teroris jadi partai terus menang milu perang antara hamas dan israel bukan palestinanya dua sudah korban kalau enggak konflik enggak bantu
1,yang perang itu hamas lawan tentara israel aku yakin orang palestina gak semua ingin perang dengan israel dan media hasil memframing olah olah israel serang masjid tapi media tidak publikasi hamas provokasi israel
1,pada masa begini kita pilih untuk sama saudara iman kita sebab apa sebab bagi aku ini isu agama ya betul ia rangkum semua rakyat palestina bilang agama tapi kena ingat juga konflik dan perang lama ini memamg dorong dengan naratif agama kita
1,yang parah dari tweet tweet konflik israel dan palestina di indonesia adalah bawa ke ranah ribut kubu di indonesia ada nalar yang lebih rusak dari itu belum di indonesia
1,dalam sulit dan kondisi seperti camp konsentrasi balas laku israel walaupun imbas ke mukim warga jajah turut saya masih wajar saya turut gembira atas maju hamas dengan roket efek jera bahwasanya palestina bisa luka hingga ke jantung israel
2,mulai muncul nih orang yang sok sok bela israel dan juga kampanye israel vs palestina bukan konflik agama akan orang yang bela palestina dasar agama salah
1,tidak yang lebih jelek daripada ludah yang bicara arab tapi hati zionis beliau sindir orang arab sendiri yang salah hamas dan palestina dan diam dengan zalim zionis yahudi aku jg temu yang begini teriak merdeka tp diam jajah
1,bela palestina tentu kita perlu bela palestina karena banyak korban dari sipil dan begitu juga dengan israel tapi bela hamas yang nyata nyata teroris perlu kita pikir ulang hamas masuk organisasi teroris seperti kkb nya papua
1,israel-palestina bukan konflik agama lapis pertama propaganda musuh adalah abur dan bisa mungkin hilang alas kita untuk lawan mereka jika mereka hasil
2,yang satu butuh dana bantu satu lagi butuh eks pamer senjata sungguh simbiosis mutualisme antara hamas dan israel
0,isu palestina sejak dulu hanya heboh di kanal berita dengan kurva konflik yang hampir tradisi dengan solusi yang begitu saja
1,isu ini kan buat narik simpati dari mereka yang enggak paham isu yang sebenernya jadi antara israel palestina isu ini sangat seksi buat tarik simpati karena bisa giring arah konflik agama kl isu papua mit ngga impact buat mrk
0,kami dukung juang rakyat palestina tetapi tidak perlu dukung hamas yang radikal sibodohkaudengarsini serang fokus di gaza dan itu memang di bawah administrasi hamas dan memang hamas masuk di antara kelompok militan dengan mampu senjata
1,benar ini konflik hamas atau konflik palestina vs israel palestina bukan hanya gaza saja rakyat palestina juga yang kerja di israel bagi rakyat israel juga kecam tindak perintah di palestina muslim hidup damping dengan non muslim aneh aja
1,konflik israel palestina di mata rata atau banyak muslim dan media itu analogi sama dengan jakarta vs papua di mata rata banyak aktivis ham dan media israel atau jakarta kentut saja hadap palestina atau papua maka akan dapat liput besar mas toto
1,dari sekian banyak tweet tentang palestina yang justru keluar dari garis adalah hamas sama hal dengan opm dari yang kesel tapi aku harus sabar
2,saya bantu sedikit jelas jangan jebak dengan isu hamas fattah kalau mau tau fattah sendiri adalah organisasi yang buat pecah belah islam palestina titik dua semua roket yang kirim ke israel sdh target tapi tidak semua target sama seperti israael c
0,konflik hamas dan israel dua pihak yang untung jual senjata panitia kumpul donasi gitu aja terus pola nya
1,perang antara israel dengan palestina itu adalah peperangan yang tidak imbang lalu orang yang dengan keji insinuasi bahwa kalau juang palestina yang bisnis dan kaya maka dia dia
1,jangan pancing isu dukung hamas atau dukung zionis tidak hubung dengan itu semua dukung palestina dan israel capai arah baru yang adil
1,serah kalian kalau mau sok paham atau sok peduli dengan konflik israel-palestina tapi jangan sumbang uang kepada yayasan amal yang angkat isu konflik israel-palestina ini ilustrasi lama dari buah media tapi masih sangat relevan isi lawan terorisme rohman
0,tapi kalau enggak suka hamas pasti nanti bilang gak dukung palestina dukung israel padahal ya emang liat aja contoh sekarang serang hamas ke israel sia karena iron dome
2,sudut pandang keliru muslim sendiri yang lebih dulu jadi yahudi dan kristen bagai kelompok yang musuh mereka dasar alquran konflik politik israel palestina lalu jadi konflik
1,terlalu lebih puja hamas olah allah azza wa jalla tidak milik peran apa dalam lindung palestina olah bela palestina bisa hanya dengan ikhtiar padahal jika ingin bongkar hamas itu hanya pura musuh yahudi dan bela palestina
0,entah kenapa saya lihat langsung konflik palestina-israel benar bagai usaha cegah jadi kiamat karena prediksi kiamat justru tiba telah konflik sana selesai dan yang
0,garanya suka pake atribut palestina jadi tiap isu palestina orang tuju pada konflik agama
1,perintah israel vs hamas turut gue murni konflik politik sampai sini berita jadi konflik agama seperti biasa konflik apa korban besar adalah sipil israel palestina
1,hamas hanya cari untung ekonomi dari konflik yang mereka cipta sedang israel bantu duduk palestina dengan vaksin covid jadi kita ngapain ribut dengan konflik hamas israel
1,konflik itu bisa kata sama jika sebab jadi pun sama tapi kasus sampit beda sama kasus poso apalagi kasus palestina vs israel dulu pernah kami usir fpi di saat konflik langsung sebab mereka ingin tunggang dengan isu sentimen agama
1,hamas itu tidak representasi warga palestina sama sekali mereka meguasai gaza dengan propaganda dan tekan
2,bacot apa sih nih orang tahu sejarah hamas dan gimana relasi dengan rakyat palestina aja enggak tapi ya bukan indonesia nama kalau banyak akun verified bodoh kayak gin bagi artikel abal-abal
0,yahudi israel bingung sendiri sekarang mereka bukan hanya perang lawan hamas palestina tapi perang juga dengan rakyat lebanon yordania mungkin akan susul mesir
0,yang perang teroris hamas dengan israel rakyat palestina cuma bagai tameng hidup nya hamas
2,sok banget ikut peduli dan ambil pusing soal konflik israel dan palestina tetangga kalian sedang susah dan lapar aja kalian cuek peduli sama yang jauh sama yang dekat gak peduli
2,gue dukung rakyat palestina banget tapi tolong guys jangan tolol jangan telan mentah semua apa yang berita kalau kalian gak tahu apa konflik israel vs palestina turut gue cuma konflik politik zionis israel vs hamas bukan antar agama yahudi vs islam harrus cerdas
2,yakali negara yang korupsi boleh gitu jajah kasih tau hamas korup dan perintah palestina tidak kompeten hubung apa dengan benar jajah dan serang israel atas palestina gitu
2,hamas anggap pelihara konflik gila itu orang palestina serang waktu lagi shalat tarawih dengan tenang itu pikir salah hamas juga kali ya
0,x dukung hamas bukan negara palestina tp pura dukung palestina hanya dengan kostum
2,kaum sumbu pendek yang makan narasi itu akan bingung dengan ada hamas yang pelihara perang dan untung oleh ada itu makin bingung lagi dengan ada yahudi ortodoks yang justru diri dukung bangsa palestina orang jahat dan orang baik di dua
1,atau juga yang simpul olah kalau simpat pada kondisi palestina itu sama dengan dukung hamas ini juga aneh banget
1,kalau saya dapat baik sebut konflik israel vs hamas ya dan dampak pada rakyat palestina mohon maaf kalau dapat saya salah ya
2,kunci biar henti perang ya henti kirim bantu upa apa ke palestina maka akan damai dan hamas mati dengan sendiri
0,gue sampai sekarang gak paham sama motif konflik israel sama palestina yang era skrg bahkan masih jebak dengan beda antara hizbullah dengan hamas butuh baca yang bener lihat dari sudut pandang
2,hanan ashrawi kristen palestina yang jago diplomasi engga banding dengan puluh ribu hamas kepala batu wkwkwkwkwk
1,saya sepakat dengan ibu ini pikir ya jernih dia tegak diri buat bangsa palestina kalau dari kostum dan narasi dia dukung palestine liberation organization coba cari yang dukung islamic resistence movement hamas pasti narasi beda
1,bukan gitu logika pikir bung dehumanisasi israel hadap palestina itu buat mekanisme tahan rakyat palestina yang tanda dengan bentuk beberapa organisasi lawan salah satu hamas semua warga palestina hak bela diri karena jajah
1,bela diri itu perlu tapi yang laku hamas bombardir israel dengan roket dan kemudian lindung di balik tempat tinggal sipil lebih buat ruang bawah tanah yang di atas mukim orang palestina sama saja beri sempat bagi israel serang palestina
1,kalau bantu henti yang perang mungkin lama lama akan habis dana dan akhir paksa mulai gencat senjata
1,sengsara rakyat palestina giring jadi isu konflik hamas vs zionis sehingga banyak maklum hadap jatuh korban rakyat palestina dan bodoh gak satu dari mereka yang ngegiring atau yang maklum tinggal di gaza emang tolol kalian itu
0,gue ulangin lagi itu mekanisme lawan hamas ruang batas ini sama kayak blm lawan tindas sistem gue tanya deh apa teori kalian dalam salah hamas hamas itu warga palestina loh kamu pegang dengan teori apa manusia papar perspektif teori lo
0,diplomasi untuk palestina dan israel bagai harap buah apel yang bisa petik dari pohon belimbing
0,rakyat palestina satu dengan hamas untuk tahan tanah mereka
1,kalau gue opini tentang rusuh di palestina dan israel tetapi dengan pandang yang beda dari khalayak ramai akan hujat orang gak ya agak akhir ini isu resah ya bunda
2,konflik palestina vs israel sejak gue lahir ya begitu saja tidak pernah selesai yang rada modus dan gue tahu sendiri ya si rizieq dan geng yaman sini dan juga ustadrun kayak si somad nanti buka donasi pura pura buat palestina tetapi endingnya dipake buat kawin pagi beli rubicon hd dll
0,hamas dan israel itu simbiosis mutualisme atau saling untung
1,hamas dan israel itu simbiosis mutualisme di saat hamas tip dompet pasti bikin ulah israel uji coba senjata dan hamas panen donasi rakyat palestina yang di antara hidup dan mati
2,palestina harus merdeka bro dengan cerdas bukan pakai mayat kamu dukung juga saat doang waktu panas aja bro kalau sekali mau juang hamas terbang aja kesana bawa keluarga kamu bro
0,simbiosis mutualisme hamas dan israel
0,anggep saja yang kemaren kemaren gencat senjata dar intermezo saja
1,banyak sekali analisis yang kata bahwa hamas benar tidak peduli dengan selamat rakyat palestina mereka tahu betul bahwa roket yang kirim ke israel tidak akan banyak guna tapi nyata nya kirim juga
1,isu konflik agama untuk tutup brutal israel dalam jajah jahat apartheid juang islam sabar jangan pancing dengan laku bom bunuh diri cara itu tidak pintar malah bikin nama islam buruk dan akhir isu alih palestina israelterrorist
1,sama seperti saudi yang bangkrut cara ekonomi di yaman dan hari ini minta gencat senjata dan akhir perang israel juga begitu beda arab saudi tetap ada di wilayah sebut karena milik sejarah tetapi zionis hanya isi para migran dan tanpa kewarganegaraan
2,kalau konflik palestina dengan israel biasa pks langsung galang donasi juga eks fpi eks hti ribut selalu kait dengan agama padahal hanya isu politik
1,moga dua negara bisa hidup damai rukun dan damping moga palestina dan israel sama sama dapat merdeka nya karena sesuai dengan uud bahwa merdeka indonesia
1,bahkan rakyat israel sendiri banyak yang minta gencat senjata moga cepat akhir
2,cina mana kaum polo dengkul jiwa zionis yang hamba ke cino dan israel laknatulloh
2,palestina percaya kata israel ngajak gencat senjata telah hancur kan gaza ini adalah taktik perang israel halus untuk mati ekonomi gaza semua bangun rusak kalau dia terus kan israel pasti jadi abu sebentar lagi laknatullah memang licik
0,konflik israel vs palestina untung finansial kelompok hamas
1,dukung palestina tapi tidak dengan hamas itu harus buah sikap yang mudah erti
2,aku suka palestina dan israel kalau hamas aku enggak suka
1,kalian tau gak hamas itu sebab konflik palestina dengan israel saya pribadi lebih suka pflp atau fatah walaupun mereka komunis dan liberal tetapi masih jauh mending ngomong ngomong demo itu provokasi dari bentrok dahulu tetapi
2,memang hamas yang selalu bikin onar hamas mau damai sama israel tapi syarat etnis yahudi di bunuh semua dan israel harus angkat kaki dari yerusalem ini bukan solusi menang untuk menang
0,bagi khaled mashal konflik israel vs palestina arti uang
1,ya makanya pbb mau tengah masalah ini usul solusi yaitu negara situ palestina dan israel tapi fatah mau tp hamas nolak dan justru hamas mau death to all je
1,israel ini tahu amat palestina protes langsung nyerang al aqsa ngerusuhin umat yang ibadah abis itu ngerudal gaza akhir nyerang dengan dalih hamas begitu terus puluh puluh tahun tapi ya masih saja yang bain heran
2,oang-orang koplok di negeri ini sedang goreng konflik palestina dan israel
2,hoax lama orang jadi gak peduli makin benar isu konflik israel-palestina memang yang jaga
2,rame banget yang bahas palestina dan israel dan kutuk yang bela eh ujung buat donasi sampai gak tuh donasi
2,israel mulai khawatir stok iron dome tip sedang roket dari hamas terus gila barat mulai paksa untuk gencat senjata
2,jangan mau gencat senjata sifat asli mreka adalah munafik
1,abis selam susur postingan putar konflik palestina dan israel baik yang pro kontra sampe sentuh isu kait sejarah islam yang jarang tahu oleh kita sendiri
2,ya tolol lah kamu bilang alhamdulillah ketika rudal sanggup hantam israel
0,beri dukung bukan hanya untung pihak tapi kita bagai orang yang percaya akan tuhan
0,tidak alas untuk gencat senjata
1,palestina padahal sudah dapat sentimen positif dunia dari rebut lahan di tepi barat kemaren harus biar pla yang maju tapi malah rusak oleh hamas dengan tarik fokus kembali ke konflik jalur gaza dengan saling bom dengan israel mang pada ken ribut aj tuh
1,jangan dulu gencat senjata tunggu israel bubuk dulu enak aja
1,konflik palestina-israel di akar rumput mungkin bukan bas agama dan ras banyak rakyat yang kata demikian tapi gue percaya dua identitas primordial itu jadi basis besar dalam konflik
1,fatah mungkin akan bekerjasama dengan hamas tentang israel gabung ini jarang laku di palestina jadi juang sekutu palestina tambah kuat telah gabung rakyat jordan syria iraq dan luban yang akan terut serta beritapalestina
2,makin paham bahwa hamas itu organisasi teror di arab saudi karena mereka jual derita rakyat palestina dengan pakai agama
0,di palestina partai hamas di indonesia sama afiliasi dengan ikhwanul muslimin cinta khilafah meski dengan jalan teror
1,fatah mungkin akan gandeng tangan dengan hamas lawan kombinasi langka di palestina jadi juang sekutu palestina makin kuat telah rakyat yordania suriah irak dan lebanon juga ingin gabung lawan savepalestine israelterrorist
1,hamas ini tidak beda dengan teroris lindung di balik agama lindung balik rakyat palestina demi ambisi rakyat palestina korban radikal tidak mau damai tetapi rasa dizolimi sama seperti kadrun bagaimana palestina bisa oleh simpati dunia
1,tidak yang salah dengan israel atau palestina yang salah adalah biang rusuh hamas yang jadi palestina tumbal untuk penting mereka sendiri sayang mayoritas umat muslim buta oleh media yang terus memframing salah hadap israel
0,palestina itu nama wilayah di dalam bagai suku dan agama sedang negara israel adalah negara yang diri oleh para settler colony see zionist dalih agama yang gusur suku di palestina tidak hubung dengan turun israel
1,hamas salah satu sebab konflik palestina dan israel
1,dan bagaimana yang jadi sudah israel akan menang rakyat akan bunuh palestina akan makin kecil israel milik amrik dan tiongkok dalam genggam siapa yang serang israel dengan senjata justru akan luka muslim diplomasi adalah jalan baik tapi tutu
1,anda itu tinggal di indonesia emang anda tahu masalah palestina dan israel jelas emang anda tahu yang mana benar salah jelas prediksi saya ini hanya jebak untuk
2,hanya jadi pada masyarakat muslim di indonesia mereka dukung hamas tp benci syiah yang beri bantu material iran ke palestina yang di puji turki dengan erdogan nya coba baca berita jangan baca wag keluarga doang jangan malu gitulah u puji iran palestineunderattack
0,sementara pimpin hamas nikmat hidup mewah rakyat palestina jadi korban akibat bom hamas dan israel tapo yang tanam selalu masalah agama
1,karena yang butuh dunia adalah opini bahwa palestina merdeka dengan ibukota yerusalem
1,banyak yang salah kaprah tentang konflik palestina dan israel
2,negara indonesia tidak milik hubung diplomatik dengan israel udah hura-hura gak guna lama gak tekan negara arab buat merdeka palestina
0,inti dari semua ini adalah sampai akhir zaman-kiamat israel dan palestina tidak akan damai hanya allah swt yang tahu kapan akan selesai konflik israel dan palestina di dunia ini ga yang ga mungkin tetapi kalau allah swt sudah berkhendak segala jadi mungkin
0,konflik palestina vs israel bukan perang agama di negara kita hal ini jadi isu mana titik didih islam vs yahudi
1,ingat baca fadel lebih banyak soal konflik israel dan palestina tapi kalau lihat dari sisi manusia dan coba ingat kembali sejarah dan apa yang tulis di al-quran masa iya kita diam saja cmiiw ya
1,kalau emang israel ken damai dari dulu udah beres ini konflik masalah itu israel ingin palestina musnah dan gak yang sanggup henti mereka
1,kaum moderat di negeri ini harus depan dalam lawan israel sebab negara israel bentuk dasar ras dan agama yahudi gara bela palestina ini sepi kalang moderat maka bela palestina justru bajak oleh kelompok yang watak persis sama dengan israel
1,jujur belum saya cukup kusut dalam paham konflik yang jadi di palestina harus persepsi publik yang dukung bisa sama dengan masif sebar informasi ini pak seperti lalu tokoh muhammadiyah dsb
2,dengan tidak bela palestina atas jajah zionis israel anda bukan hanya tidak lucu tapi muak
1,konflik palestina vs israel memang konflik lama yang baru adalah hari ini di indonesia beberapa orang justru pihak pada israel
2,siapa yang nyerang duluan israel atau palestina tolong ini kenapa semua orang pada goblok dengan tanya ini israel udah nyerang duluan dari tahun
1,bijak luar negeri perintah indonesia sejak awal sudah dukung palestina indonesia sikap sangat musuh hadap israel dan tolak jalin hubung dengan israel programfolback
1,lu baca balas gue enggak sih israel yang pertama kali tolak gencat senjata yang usul mesir kamu kalau mau jilat israel jangan nanggung lah
1,konflik israel vs palestina itu rebut wilayah semata bukan perang agama tak kait dengan agama israel dukung as
1,sikap perintah indonesia juga tegas dan jelas sikap krisis palestina dan israel sumber tulis tempo
1,klau saya sih ingin damai saja dari pada serang serang gitu banyak makan korban nanti takut konflik antara palestina vs israel moga cepet selesai ya akhir damai
1,saya sepakat pak saya memang sudah banyak dengar apa yang buat perintah israel lihat tidak ingin untuk damping hidup dengan palestina hanya saja saya tidak tahu apakah itu benar cara seluruh bagi atau tidak sama sekali
1,zionis yahudi israel gak mempan dengan kutu dan kecam palestina butuh bantu nyata yang bisa bebas palsetina dari gempur pesawat zionis
1,hhmmm kaya gak gitu deh cerita jendral sudirman justru lawan sukarno yang ingin gencat senjata itu cikal bakal seteru angkat darat dengan sukarno yang ujung ambil alih perintah oleh soeharto baca buku salim said
1,syiah rafidhah bebas palestina dengan andal hamas itu arti hamas kerja untuk penting imam syiah rafidhah bukan karena allah ta ala dan penting islam jangan tipu dengan mereka yang kata ini demi penting islam
2,ya sudah hamas salah karena guna perisai manusia dan israel biadab sudah mikir nya begitu gak usah biner mail bisa kok kutuk bengis israel tapi juga kutuk nekat hamas bisa banget
1,jangan israel duduk tempat huni palestina jangan rambah negeri palestina yang sudah aku oleh lebih dari atau negara dunia pbb harus selesai konflik ke negara sebut cara hukum lnternasional dan harus taat yang langgar harus kena sanksi
2,lihat kecut ngelobi barat untuk paksa gencat senjata hajar terus sampai mereka pergi dari palestina
0,konflik palestina masih lanjut karena ada organisasi teror yang ingin kuasa sana dengan jual derita rakyat dan agama islam
1,ngeri orang seperti dia yang pandai narasi cerita tentang konflik palestina israel karenaa opini banyak pengaruh orang jadi ragu mau dukung palestina apa enggak
2,saya orang indonesia mereka di indonesia benci hamas adalah penghianat dan pecah belah mereka bagi dari yahudi dan israel dan tindak mereka sangat malu bagai mahluknya rasa bagai manusia
0,hamas henti serang dan israel terus bangun mukim ilegal di tanah palestina dan lanjut klaim bagai milik mereka
1,busyet dah kalau sama hamas dengan israel hamas adalah gera palestina dari kelompok islam sunni dan nasionalis yang tentang duduk zionis israel di palestina juang dengan jajah adalah hal yang beda
2,awal sejarah konflik palestina-israel adalah saat orang gembel yang dingin dan lapar ketuk rumah anda mohon makan dan lindung dan telah anda tolong anda di bunuh
2,palestina vs israel bullshit bisa di nego dengan jalur diplomatik puluh tahun koar diplomatik tetap saja konflik lanjut israelterrorist israelterrorist
1,ya emang konflik di palestina itu emang bukan konflik agama emang yang bilang agama siapa palestina juga gak muslim tapi di konflik palestina ini korban yang agama muslim ya wajar dong
1,israel laku usir dan bunuh hadap rakyat palestina sejak dulu lalu hamas lahir bagai lawan ketika jadi konflik dan hamas tindak
0,nah arti konflik sampe sekarang itu emang dasar dari serakah israel
2,bau bau aneh cium dari nyata orang liberal celup tentang konflik palestina israel mau bela israel tapi muter muter kayak gansing biar enggak tahu
2,konflik palestina vs israel sangat milu dan kita syukur semua anak bangsa ini hiruk pikuk empat jauh beda dengan tani miskin yang bunuh dengan kepala penggal di sudut negeri
1,masing pihak bangun narasi benci konflik sudah jadi komoditi bagi para elit kita jangan siram api konflik dengan bensin benci mas itu poin saya adil dan proporsional saja hamas memang bajak juang bangsa palestina dengan isu agama itu fakta
2,kitab itu gak urus dengan isu politik masa kini konflik israel-palestina ini urus tega hukum internasional bukan klaim wilayah dasar ayat alkitab atau ramal gajelas tentang hari kiamat apa agama rohman
0,halooo konflik israel dan palestina itu internal saja saudara bangsa dan tanah air saja lagi duka karena jadi yang poso kok pada diem saya mah save poso aja lah
1,lagi rame konflik palestina-israel dan banyak yang tanya pbb mana bagi yang tarik dengan cerita macam itu dan bagaimana dunia kerja
0,konflik palestina-israel itu konflik nasionalisme dan bangsa bukan agama catat bukan agama
0,soal konflik israel-palestina kita harus simpati pada rakyat palestina tapi kita juga harus tahu bahwa pimpin hamas
0,semua yang rasa diri bangsa palestina pasti ikut karena roket dan peluru gak bisa milih makanya ini bukan konflik agama tapi gak semua orang yahudi pro israel http
1,ini gak hubung dengan perintah tp banyak rakyat indonesia pro dengan palestina karena palestina negara islam mereka itu konflik sudah ribu tahun lalu dan s
1,aku pikir sekarang kelompok islam moderat ubah pandang konflik israel-palestina selesai dengan runding gin lebih sering yang sekarang juga jadi clash senjata muncul ketika awal
1,konflik israel palestina adalah konflik sarat penting politik dan ekonomi negara negara besar di kawasan
2,dulu yang komen gin israel sma palestina jangan damai dong kalau damai nanti kiamat bitch wtf jadi lu mending milih ga kiamat banding damai dunia berapa banyak orang bakal mati
1,kalian terlalu sibuk dengan isu konflik palestina israel dan turki sampai kalian lupa bahwa bangsa sendiri yang kalian tinggal saat ini juga sedang konflik kkbmusuhnegeri sahkkbseparatisteroris kk
0,ini ibarat kutu dari langit bagi palestina dan israel
1,konflik israel-palestina bukan konflik yang mudah jelas dan paham tolong jangan dadak rasa ahli hanya telah baca artikel atau nonton video yang belum tentu benar pulak http
2,cebong bipang jelas jelas israel yang ambil tanah palestina baca sejarah palestina dan israel cebong bip
1,turut duka cita untuk konflik palestina dan israel moga palestina dan israel bisa hidup dalam damai dan moga selalu hindar dari segala konflik
0,konflik israel dan palestina kembali puncak bahkan buah apartemen di kota gaza yang duga bagai kantor pimpin kelompok hamas hancur gempur serang udara israel bagaimana tanggap dunia
1,mereka usaha arah opini publik bahwa palestina dan israel ini bukan masalah agama tapi hanya masalah politik
1,indonesia bagai warga dunia dan anut politik bebas aktif juga harus inisiasi upaya solusi damai yang adil atas konflik israel-palestina ini pdiperjuangan solidberg
2,bodoh yang kata konflik palestina dan israel adalah konflik agama
1,capek semua timeline isi palestina-israel dari kiri sampai kanan dan aku gak bisa apa cuman punya rasa syukur bahwa saya tidak hidup di daerah konflik dan hanya bisa doa sepenuh untuk seba
1,jangan mudah bodoh dan provokasi duduk palestina turun arab duduk israel yahudi dan turun arab yang hidup damai palestina ingin kuasa jerusalem di wilayah israel
0,kalau masoh menyakini konflik agama bukti juga ribu warga yahudi di israel turun ke jalan gelar aksi solidaritas untuk palestina mereka kecam serang zionis israel hadap
0,konflik palestina israel adalah konflik rebut wilayah batas yang dipolitisir jadi konflik antar agama kelompok yang laksana politik identitas dengan isu agama yakin bukan juang untuk
2,konflik israel palestina ini cukup ruwet narasi bentuk dua negara adalah hal absurd kenapa salah satu adalah masalah sumber daya alam contoh akses air jadi masalah krusial dan konflik panjang
0,sipil palestina dan israel sama jadi korban akibat perang
2,kata perang israel dan palestina murni konflik politik tapi kok realitanya si kubu pro hamas selalu bawa bawa yakin agama arti konflik agama kan ini israel saveisrael
2,dari pagi gabisa tidur buka twitter isi pada pro kontra sama palestina dan israel tanya kuat doa dan debat kusir agnostik atheis berat banget woy bahas tambah mereka guna bahasa inggris yang udah seperti jurnal internasional saja pokok
2,betul palestina dan israel sama bandel gak damai padahal mereka satu turun abrahamik
1,sambil lari lari dan acung bendera dari kertas dia teriak palestina palestina palestina saat saya lihat bendera tulis saya cinta palestina dan israel anjing entah siapa yang ajar itu anak saya yang baru kelas sd
1,bagaimana jika suatu hari nanti palestina kalah kemudian presiden palestina bilang ngalah aja yuk gabung israel cape cuy musuh beking gede trus palestina ilang dan jadi negara israel yang isin
1,oh begitu jadi gak salah dong kalau memang palestina mau ambil alih kembali wilayah ya harus berani perang dulu dengan israel dan sekutu
1,hamas dan israel perspektif hamas adalah pahlawan warga gaza palestina lagi hamas bagai teroris namun perspektif lain bahwa hamas dan israel adalah satu kubu mana hamas mjd mantik gusur warga palestina oleh serang kecil yang balas serang besar
1,tidak jalan orang dukung jahat perang israel hanya karena supaya punya opini beda dan buta dengan korban palestina
1,saya sepakat dengan bung didu akhir akhir ini banyak yang salah palestina padahal biang kerok semua ini adalah israel bahkan yang salah hamas karena perang dengan israel lantas apa mau mereka mau suruh diam hamas lalu warga palestina habis
0,kali ini saya tuju dengan dapat anda israel palestina jangan kait dengan agama
0,perang dengan yahudi israel bakal jadi ini adab islam dalam perang umat islam wajib tau palestina israel savepalestina palestine savepalestine gaza alaqsamosque alaqsaunderattack prayforpalestine prayforpalestina
1,tolong jangan diam tweet ini serang israel hadap palestina tentang dengan hukum internasional dan moralitas dasar dan harus segera akhir kami desak dunia untuk ambil tindak sekarang untuk henti gelombang baru agresi israel heargaza
1,konflik palestina dan israel sering jadi sangat mudah bagi mereka dapat video atau gambar gambar lama kita yang tidak ikut info palestina akan sangat mudah percaya saat lihat informasi baru cek digoogle benar cari dengan kata kunci dlm bahasa inggris
1,tapi masalah nya orang palestina jauh lebih pintar daripada negara negara yang pernah tipu dikadalin china cek aja di google jumlah dengan kondisi jajah saja jumlah profesor di palestina hampir sama banyak dengan jumlah profesor di israel
2,orang mabok agama dukung israel padahal orang palestina niat bikin negara bukan khilafah dengan landas ideal mirip pancasila karena ragam di dalam komunitas mereka yang usir dari rumah dan tinggal di tempat evakuasi bukan org indonesia kalau ga pro palestina
2,biasa israel takut baru teriak gencat senjata kalau palestina yang di gasak diam saja dasar golong kafir
1,maaf saya tidak tuju dengan tindak israel tapi yang aneh kenapa saudi gak bantu palestina moga anda suara juga atas gempur saudi ke yaman beda saudi israel apa ya sama kayak sama nyerang
